,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,x_kpca_rbf,y_kpca_rbf,x_kpca_poly,y_kpca_poly,x_kpca_cos,y_kpca_cos,cluster_kpca_rbf
0,Retail,Other,12669,9656,7561,214,2674,1338,0.052873678513906085,-0.09570202833393904,0.0783737058955521,-0.1731146036428405,0.5047893015158403,0.009622306647377486,1
1,Retail,Other,7057,9810,9568,1762,3293,1776,0.12964618401642966,-0.16045812129786965,0.18581254641290845,-0.30741471406459697,0.8899412223120095,-0.26283294632794424,1
2,Retail,Other,6353,8808,7684,2405,3516,7844,0.21020537269667086,0.04844604646265678,0.3417015381326232,0.07504775170557658,0.4739940541267175,0.2356868332458663,1
3,HoReCa,Other,13265,1196,4221,6404,507,1788,-0.21624322605827745,0.10516496683103856,-0.25330352365834563,0.2503524263190757,-0.6186114271241638,0.3701305442802823,4
4,Retail,Other,22615,5410,7198,3915,1777,5185,-0.011687374284495105,0.26543162695756484,0.13661671368898715,0.3752792354602764,0.06889953794312631,0.8618293827365124,4
5,Retail,Other,9413,8259,5126,666,1795,1451,-0.036466297361146295,-0.13284548868140938,-0.088953304338434,-0.21226471169213568,0.10295629527946527,-0.33045648010926554,0
6,Retail,Other,12126,3199,6975,480,3140,545,-0.0697155932203247,-0.11732621082881504,-0.14353041259380808,-0.1663058931990576,-0.0921679624177764,-0.2898919276536129,0
7,Retail,Other,7579,4956,9426,1669,3321,2566,0.043759443842918765,-0.14661913883939387,0.0408969858378443,-0.2627155987279704,0.5540934639173398,-0.34755086203661506,1
8,HoReCa,Other,5963,3648,6192,425,1716,750,-0.09675019886902207,-0.20506029089817546,-0.22048402954290264,-0.3051577883697476,-0.15578901423447727,-0.6896927304727346,0
9,Retail,Other,6006,11093,18881,1159,7425,2098,0.4936685721899786,-0.15555600801111785,0.7089688368462724,-0.2911925018216325,1.1648509491774437,0.02374672490646717,2
10,Retail,Other,3366,5403,12974,4400,5977,1744,0.2106778090188271,-0.16964359555283165,0.3197406409241957,-0.3065245780476245,0.8649020932926701,-0.1928630625234264,1
11,Retail,Other,13146,1124,4523,1420,549,497,-0.2215069356965096,-0.04301981096108621,-0.3554518255692505,0.013874803248531666,-0.6524416952788552,-0.10638673171860977,0
12,Retail,Other,31714,12319,11757,287,3881,2931,0.2047987318660786,0.2930467306242142,0.3854465445073945,0.33572883668073583,0.5189256754099244,0.8891844129165526,3
13,Retail,Other,21217,6208,14982,3095,6707,602,0.22492371282292772,0.08412699715331325,0.3895006007283216,0.05937381327534829,0.7459587900333253,0.6652437528164209,1
14,Retail,Other,24653,9465,12091,294,5058,2168,0.19615395161835375,0.13023054987066882,0.3555111665729349,0.1442177849516532,0.6716997036238878,0.7605400813714223,1
15,HoReCa,Other,10253,1114,3821,397,964,412,-0.20604613498047025,-0.11610486588018876,-0.3543552000608612,-0.11021859390248892,-0.5245171920456188,-0.34778855844424866,0
16,Retail,Other,1020,8816,12121,134,4508,1080,0.2274828041034752,-0.28469273656532,0.3226356449874316,-0.4722189977111656,0.8519358136546634,-0.546035266732378,1
17,HoReCa,Other,5876,6157,2933,839,370,4478,-0.07176423537634714,-0.0875503873566996,-0.07000249896230751,-0.09035047264311913,-0.033220293296646934,-0.1149311364462004,0
18,Retail,Other,18601,6327,10099,2205,2767,3181,0.03992590448697314,0.08402689619844292,0.11654191916216393,0.11785312476009355,0.38766037522140107,0.8429922154646656,4
19,HoReCa,Other,7780,2495,9464,669,2518,501,-0.04484567184704727,-0.1851956296045372,-0.12022755406904632,-0.2835482007710935,0.044765436443673916,-0.5527699503922411,0
20,Retail,Other,17546,4519,4602,1066,2259,2124,-0.11095404619357684,0.03344697483640411,-0.14690021076745388,0.09957113896938698,-0.3075208902858988,0.4431883052888924,0
21,HoReCa,Other,5567,871,2010,3383,375,569,-0.24353177280560864,-0.1131100670948574,-0.3995107138663487,-0.0926408201774206,-0.6188073618880087,-0.3876127760478731,0
22,HoReCa,Other,31276,1917,4469,9408,2381,4334,-0.06805144353149092,0.5381913850229696,0.20435998773200145,0.6356359259636722,-0.15600433489142088,1.0050370853124675,3
23,Retail,Other,26373,36423,22019,5154,4337,16523,0.4514279462992258,0.4340437448097883,0.3902661572691497,0.25694960257342203,0.7065213342862839,0.6250312465235662,3
24,Retail,Other,22647,9776,13792,2915,4482,5778,0.26356482638519285,0.2284983286687023,0.4278165407333481,0.22478368660722733,0.6516647402081209,0.8093177360160556,3
25,Retail,Other,16165,4230,7595,201,4003,57,-0.023400880290824468,-0.05949553065770308,-0.03163512873405405,-0.07255095160998658,0.11452974129428214,0.06812692646640407,0
26,HoReCa,Other,9898,961,2861,3151,242,833,-0.2497047669045732,-0.04868561676100605,-0.40014060362739423,0.00853541469734833,-0.7423357127810758,-0.17657511608256213,0
27,HoReCa,Other,14276,803,3045,485,100,518,-0.2491491000458861,-0.027513499020590096,-0.3700525126455124,0.05391791921403444,-0.6391505057184972,-0.07438347274703094,0
28,Retail,Other,4113,20484,25957,1158,8604,5206,0.7542725293909501,0.04020315600901949,0.7016207368605808,0.07310145750804095,1.124945328050573,0.21303748583376186,2
29,HoReCa,Other,43088,2100,2609,1200,1107,823,-0.12638479479376746,0.5346064697582527,0.18268354738980785,0.6814840445911234,-0.27649261022401883,0.8502143237539176,3
30,HoReCa,Other,18815,3610,11107,1148,2134,2963,-0.007407037413694821,0.06725798705065196,0.04311921712672606,0.11745335924201455,0.16493083317346766,0.6234542505990079,4
31,HoReCa,Other,2612,4339,3133,2088,820,985,-0.14954951184126347,-0.19973477021747024,-0.2947866262456746,-0.2721066923785619,-0.32028322774489426,-0.6543615200910099,0
32,HoReCa,Other,21632,1318,2886,266,918,405,-0.2268519676811981,0.10124602462623557,-0.2515720524686855,0.2660610840718822,-0.5331976714561585,0.3096951135050879,4
33,HoReCa,Other,29729,4786,7326,6130,361,1083,-0.1282850581623546,0.3998990975053439,0.0418235028907644,0.6263327105684743,-0.2657127763492741,1.0160176758685076,4
34,HoReCa,Other,1502,1979,2262,425,483,395,-0.1891955365156336,-0.2338404951337585,-0.33950761274923474,-0.2859829888576615,-0.3553345601724852,-0.6617378578423456,0
35,Retail,Other,688,5491,11091,833,4239,436,0.12567680076707416,-0.2926489592380956,0.15318548998698026,-0.4720462749746823,0.6000385488030897,-0.6994720898570789,1
36,HoReCa,Other,29955,4362,5428,1729,862,4626,-0.07490778440677777,0.3587250569986075,0.11579078334966646,0.5158516314924014,-0.1089655907629359,0.8729278267080999,4
37,Retail,Other,15168,10556,12477,1920,6506,714,0.2779010566489662,-0.045145956281025384,0.4474462104001666,-0.15055607597941165,1.0110854714933877,0.3545071689871434,1
38,Retail,Other,4591,15729,16709,33,6956,433,0.5088895400207489,-0.17992972966704668,0.6931422223897346,-0.27107464556930283,1.066999096572845,-0.08668972605110868,2
39,HoReCa,Other,56159,555,902,10002,212,2916,0.0011534773885987875,0.8220882021752699,0.38129056315361054,0.5589487619332957,-0.2658160897709318,1.0520557688481054,3
40,HoReCa,Other,24025,4332,4757,9510,1145,5864,-0.032239955548381376,0.4461745338424912,0.2115296314258811,0.5158501567286049,-0.0706633043811793,0.8768592401126599,3
41,HoReCa,Other,19176,3065,5956,2033,2575,2802,-0.09802047435051144,0.09632757038358687,-0.09230035545523266,0.19668690026864866,-0.22676153440559005,0.6812704745370022,4
42,Retail,Other,10850,7555,14961,188,6899,46,0.29889717776416963,-0.15737636426047766,0.4630010122647914,-0.2927065312654559,0.9339095988837433,-0.04149593103471525,1
43,Retail,Other,630,11095,23998,787,9529,72,0.6333539368942155,-0.18079964350409647,0.7874656499758457,-0.2060123987575109,1.07821103053817,-0.12640716133471094,2
44,Retail,Other,9670,7027,10471,541,4618,65,0.11821939187426735,-0.17633709856656554,0.16846143696562346,-0.31606742675509564,0.6993504189316262,-0.3014026813903084,1
45,Retail,Other,5181,22044,21531,1740,7353,4985,0.689796449644572,0.03594302634918043,0.6868279055313026,0.05304779726024906,1.0837711459780297,0.2388126338146772,2
46,Retail,Other,3103,14069,21955,1668,6792,1452,0.5735478600785708,-0.15203914947613245,0.7630314684360967,-0.23766436946537106,1.1362540837239703,-0.007844312938152406,2
47,Retail,Other,44466,54259,55571,7782,24171,6465,0.43494532563026256,0.44154087493624455,0.3902727289147296,0.25796698855143496,1.0468195374740168,0.6355703661769256,3
48,Retail,Other,11519,6152,10868,584,5121,1476,0.13561872349870402,-0.13176945434573706,0.20654515531327852,-0.2600170566936906,0.8848206201740582,-0.06628411696761602,1
49,Retail,Other,4967,21412,28921,1798,13583,1163,0.8621295544651941,0.06057279612839377,0.7289714387313021,0.11588236817646205,1.1659077580747397,0.1655320277455521,2
50,HoReCa,Other,6269,1095,1980,3860,609,2162,-0.2210588689287805,-0.07080960169479131,-0.3430795910530943,-0.035973347916172904,-0.5820706110905147,-0.2261973041128452,0
51,HoReCa,Other,3347,4051,6996,239,1538,301,-0.07204337365610985,-0.2487907956041573,-0.180869050289426,-0.3679504169323376,-0.02872294493942028,-0.7430876992955525,0
52,Retail,Other,40721,3916,5876,532,2587,1278,-0.05211752857316538,0.4684989831224589,0.2038552173913671,0.6261716702573181,-0.08674957266417054,0.8909028791210399,3
53,Retail,Other,491,10473,11532,744,5611,224,0.27894702123292897,-0.281019265186206,0.4039493331332733,-0.4491321359123346,0.8740988275952079,-0.4758487853096413,1
54,HoReCa,Other,27329,1449,1947,2436,204,1333,-0.2452630725767849,0.28600811117081176,-0.16262992294600198,0.5367169722978511,-0.5661236177888774,0.6849596429801807,4
55,HoReCa,Other,5264,3683,5005,1057,2024,1130,-0.10371286656973487,-0.19973664295373034,-0.2336587348187077,-0.2988588835089221,-0.20194242985976515,-0.7210255982115942,0
56,Retail,Other,4098,29892,26866,2616,17740,1340,0.8391977821271885,0.20429638087101068,0.5426398038264193,0.23277421501496826,1.1345482302711063,0.20080584685527628,2
57,Retail,Other,5417,9933,10487,38,7572,1282,0.31854221346186723,-0.2207131181215312,0.4746777128635704,-0.3834965416127777,0.9906745830480066,-0.2410497362731377,1
58,HoReCa,Other,13779,1970,1648,596,227,436,-0.2501364703788845,-0.0351243708703212,-0.3782829305730562,0.038965550005331764,-0.6503694520222107,-0.10235035203594303,0
59,HoReCa,Other,6137,5360,8040,129,3084,1603,0.01896837189510504,-0.21248886497021371,-0.022022933753792804,-0.35734584140664943,0.37312130869020815,-0.6586893364667847,1
60,Retail,Other,8590,3045,7854,96,4095,225,-0.011511233389875431,-0.1927538496606905,-0.05983051989665639,-0.2986881440336676,0.1794932623136864,-0.5060044485503942,1
61,Retail,Other,35942,38369,59598,3254,26701,2017,0.5104345084293163,0.4434218772621704,0.39299139703675867,0.25962039045666296,1.0963961681567718,0.5179666938410346,3
62,Retail,Other,7823,6245,6544,4154,4074,964,0.009010223963096793,-0.11331377862381857,-0.009699948119070656,-0.19621106885775386,0.35342997336563764,-0.3086495975566462,1
63,Retail,Other,9396,11601,15775,2896,7677,1295,0.4270871287557405,-0.1007127399532314,0.6401918706005629,-0.24099799892956245,1.1558068953920957,0.17863504925210502,2
64,HoReCa,Other,4760,1227,3250,3724,1247,1145,-0.1948994913015228,-0.12720400654956435,-0.3396877340483365,-0.13477912051815086,-0.5182627933852391,-0.4322266616355365,0
65,Retail,Other,85,20959,45828,36,24231,1423,0.7539503554469694,0.3101013874055389,0.4410358671167091,0.2616736195916996,1.1483957385883077,0.1352469320900647,2
66,HoReCa,Other,9,1534,7417,175,3468,27,-0.025740851286433962,-0.29706174231487475,-0.09322374084288987,-0.4130771376120033,0.10625886719030267,-0.7534036783570164,1
67,Retail,Other,19913,6759,13462,1256,5141,834,0.1625888075147996,0.028913676779728007,0.292404641670514,0.0001268740718930438,0.721971166189186,0.5778175984956192,1
68,HoReCa,Other,2446,7260,3993,5870,788,3095,-0.059720274344778286,-0.0674909329470752,-0.059970701169715736,-0.06292199893640743,-0.015172720740140175,-0.09582649452127666,0
69,HoReCa,Other,8352,2820,1293,779,656,144,-0.2217294468127834,-0.13367123031116146,-0.3794441601753929,-0.13546815859725864,-0.5404623323910838,-0.41775175158718936,0
70,HoReCa,Other,16705,2037,3202,10643,116,1365,-0.19297475357562952,0.2927414674822362,-0.0506065913223727,0.4810257519427726,-0.4214474336569584,0.5814482961589558,4
71,HoReCa,Other,18291,1266,21042,5373,4173,14472,0.3614768718640653,0.3938445308299717,0.3992597551893944,0.26347509037127353,0.4284467783983813,0.5388427699211273,3
72,HoReCa,Other,4420,5139,2661,8872,1321,181,-0.1307165970681754,0.007139419616990655,-0.11135435138412916,0.09607355497591534,-0.2354513943970505,-0.003343899473301523,0
73,Retail,Other,19899,5332,8713,8132,764,648,-0.09581084189636528,0.2452898771141957,0.0008987162689011412,0.40940831904177866,-0.1884618283415237,0.8126110518976687,4
74,Retail,Other,8190,6343,9794,1285,1901,1780,0.015635017771267128,-0.14957068311069752,-0.01072082002816955,-0.2624405643679481,0.4250958639726377,-0.45365346639422,1
75,HoReCa,Other,20398,1137,3,4407,3,975,-0.29279469672820263,0.19668796820086568,-0.2988019728448944,0.4165342524963786,-0.7545245986949446,0.4775779041384737,4
76,HoReCa,Other,717,3587,6532,7530,529,894,-0.1078183422764665,-0.08298364178919952,-0.12822467153058612,-0.04654708810697796,-0.16476232815659414,-0.21796638427731924,0
77,Retail,Other,12205,12697,28540,869,12034,1009,0.7513010200440421,0.012606672707023623,0.7923752448833208,0.007641589923587497,1.1206394962774142,0.24194671092944856,2
78,HoReCa,Other,10766,1175,2067,2096,301,167,-0.25743951117413977,-0.062071937035833614,-0.4098498165501624,-0.00688327127086188,-0.7004238678739128,-0.2178807568443943,0
79,HoReCa,Other,1640,3259,3655,868,1202,1653,-0.12795969270440205,-0.2297405109441159,-0.2610406538069761,-0.3184717675598496,-0.20982097097593064,-0.6871863036900918,0
80,HoReCa,Other,7005,829,3009,430,610,529,-0.2168706693463673,-0.158190094480449,-0.3779155808867269,-0.17308419907797296,-0.5043193191568108,-0.4801727327940397,0
81,Retail,Other,219,9540,14403,283,7818,156,0.39762797424242136,-0.2772839137719737,0.5725819154133499,-0.4145797417023822,0.9656659322700974,-0.3749778514272848,1
82,Retail,Other,10362,9232,11009,737,3537,2342,0.15562033900879216,-0.11935623137668748,0.2402263946635049,-0.2448420655760987,0.9380307119266692,0.02231177815291661,1
83,HoReCa,Other,20874,1563,1783,2320,550,772,-0.25765635832255995,0.13988625323960646,-0.2961826933974486,0.33081418448807176,-0.69084816470388,0.4260821525637066,4
84,Retail,Other,11867,3327,4814,1178,3837,120,-0.0860399135778701,-0.11117096801091868,-0.1648772854952067,-0.1475219150071061,-0.15945036141570285,-0.27285492153587604,0
85,Retail,Other,16117,46197,92780,1026,40827,2944,0.37939781887327056,0.4217476697144799,0.3883366736832274,0.25626373495613336,1.14962730467541,0.3385310835504952,3
86,Retail,Other,22925,73498,32114,987,20070,903,0.40490392171366896,0.4209787594450963,0.3884367447992919,0.2563393057787002,0.972482453199326,0.3833676285205037,3
87,HoReCa,Other,43265,5025,8117,6312,1579,14351,0.2789329798705153,0.5687683065439963,0.3948303497119393,0.2825635724817165,0.1771470297673008,0.8374567839151441,3
88,HoReCa,Other,7864,542,4042,9735,165,46,-0.20145112067562107,0.1014060187765868,-0.14163510995777168,0.24733068217591675,-0.4201080075104554,0.14159061626856878,4
89,HoReCa,Other,24904,3836,5330,3443,454,3178,-0.14695611533869796,0.2756174663879382,-0.05385762013279195,0.4779438454720911,-0.3295105011262144,0.9016782884608262,4
90,HoReCa,Other,11405,596,1638,3347,69,360,-0.2786526625861948,-0.013904429429952238,-0.4136609279751093,0.0791379530274059,-0.7648710686059706,-0.08585343388841192,0
91,HoReCa,Other,12754,2762,2530,8693,627,1117,-0.20459268240444767,0.15616091755812272,-0.17362761022052645,0.32250877373418224,-0.4874605703811685,0.3928984954587663,4
92,Retail,Other,9198,27472,32034,3232,18906,5130,0.8333454214028613,0.2811143014915985,0.5108182391595898,0.2552528225022179,1.154835090436997,0.3403682040082502,2
93,HoReCa,Other,11314,3090,2062,35009,71,2698,0.2824341417452918,0.5047582272413775,0.39003501513109584,0.2639131765015505,-0.04139922301103535,0.5324876653575953,3
94,Retail,Other,5626,12220,11323,206,5038,244,0.2720800867303912,-0.21677829672043725,0.4048812679722292,-0.3705245523594402,0.9028491020028354,-0.26788944357674715,1
95,HoReCa,Other,3,2920,6252,440,223,709,-0.11777952089035533,-0.26320760865188064,-0.2406006008985139,-0.3535239289116524,-0.15294248141700914,-0.7259523252920133,0
96,Retail,Other,23,2616,8118,145,3874,217,0.016819649058288363,-0.3038568881263291,-0.02889410348951775,-0.44301064413346536,0.2375636987341917,-0.7668978256775629,1
97,HoReCa,Other,403,254,610,774,54,63,-0.23290476518451586,-0.22000370434664127,-0.36414555189200815,-0.2287867466358157,-0.4384791894903256,-0.6101071903197047,0
98,HoReCa,Other,503,112,778,895,56,132,-0.2339612330142165,-0.21704585925129466,-0.3674269063091254,-0.22596087671538276,-0.4447429754030157,-0.605494670178698,0
99,HoReCa,Other,9658,2182,1909,5639,215,323,-0.2476301522037763,0.008020704432845022,-0.3449825426219673,0.10798564535391833,-0.6720002351437817,-0.012278377094863784,0
100,Retail,Other,11594,7779,12144,3252,8035,3029,0.3096213680984108,-0.04358065723892982,0.4811708315362793,-0.14905364291346046,1.0212350486524615,0.3420047572090168,1
101,Retail,Other,1420,10810,16267,1593,6766,1838,0.42740737955827934,-0.2224780326197225,0.6231583558865993,-0.3777794219427698,1.1107038954484227,-0.19909247065608013,1
102,Retail,Other,2932,6459,7677,2561,4573,1386,0.08268564333822886,-0.22224091113867114,0.08900658922927457,-0.38479385363196383,0.6231288952200011,-0.6441470321122069,1
103,HoReCa,Other,56082,3504,8906,18028,1480,2498,0.15657822024412574,0.8031950337830329,0.4084907056239096,0.396070067382626,-0.055796439720109725,1.0789826233293738,3
104,HoReCa,Other,14100,2132,3445,1336,1491,548,-0.2003629111033987,-0.03618950340397414,-0.3249884778073255,0.017460408486121837,-0.6290412356346766,-0.056696719318935974,0
105,HoReCa,Other,15587,1014,3970,910,139,1378,-0.2322528875227961,0.011321915828106922,-0.33552612925542163,0.1088106263190944,-0.6500958512772903,0.09097042990690468,0
106,Retail,Other,1454,6337,10704,133,6830,1831,0.2467891918992703,-0.2733173503213809,0.3559703986970576,-0.44541104285488653,0.8500377029836903,-0.4713498439595628,1
107,Retail,Other,8797,10646,14886,2471,8969,1438,0.4448187308810753,-0.11626432950307115,0.656957606131547,-0.2530671506188991,1.132876611803059,0.12548255234789168,2
108,Retail,Other,1531,8397,6981,247,2505,1236,0.053762102434171635,-0.26654737047735344,0.032545962913498774,-0.42573239496644505,0.41992451566106814,-0.692318368725321,1
109,Retail,Other,1406,16729,28986,673,836,3,0.5044140636183125,-0.08404936871615262,0.5670440133693175,-0.021764297216002305,0.8466076744483279,-0.032937843585767165,2
110,HoReCa,Other,11818,1648,1694,2276,169,1647,-0.2506369133641357,-0.019802562050103133,-0.38564182829911,0.05338208702174725,-0.7471941380562046,-0.05236900511488971,0
111,Retail,Other,12579,11114,17569,805,6457,1519,0.4075813766569816,-0.08602705042351418,0.6149712853516305,-0.2154250151171669,1.1266111371117145,0.2332482770827156,2
112,HoReCa,Other,19046,2770,2469,8853,483,2708,-0.1877394602049745,0.303027792080327,-0.06586962261253472,0.5015456168575972,-0.42732050342881694,0.7242482326350235,4
113,HoReCa,Other,14438,2295,1733,3220,585,1561,-0.2421210188531184,0.042591397967247965,-0.3489118357948727,0.1564768840853578,-0.7945223177263407,0.19983769694860687,0
114,HoReCa,Other,18044,1080,2000,2555,118,1266,-0.26787320957996885,0.10016815048450887,-0.3411472876164218,0.2651940618756572,-0.7609371665114107,0.3218048939116362,4
115,HoReCa,Other,11134,793,2988,2715,276,610,-0.2529665448871017,-0.04011676688459735,-0.4010285754637832,0.0256201598903781,-0.744673654922228,-0.1425020654685161,0
116,HoReCa,Other,11173,2521,3355,1517,310,222,-0.22265548165073976,-0.0764963456297631,-0.3728441164416737,-0.04533140277986498,-0.6432933308950813,-0.2430237116066704,0
117,HoReCa,Other,6990,3880,5380,1647,319,1160,-0.15390505247913772,-0.14439015260448504,-0.2976324734428257,-0.1925040954186269,-0.4455800242829282,-0.5152476244213479,0
118,HoReCa,Other,20049,1891,2362,5343,411,933,-0.2514490006307346,0.1992246421210068,-0.2559813286399126,0.4135922402946948,-0.6971472467333837,0.592481118820543,4
119,HoReCa,Other,8258,2344,2147,3896,266,635,-0.2382797547231269,-0.061931823282124834,-0.3848570462579954,-0.017045820057282758,-0.6973197868558402,-0.22874081434465485,0
120,HoReCa,Other,17160,1200,3412,2417,174,1136,-0.24937158427046655,0.07136644304221093,-0.3382159568239349,0.21355761823079386,-0.7517771197964334,0.2784161754866318,4
121,HoReCa,Other,4020,3234,1498,2395,264,255,-0.21381724276768704,-0.16409091805056922,-0.37257923358882655,-0.18563089819244347,-0.5004713871574356,-0.5266646762265577,0
122,HoReCa,Other,12212,201,245,1991,25,860,-0.29201822346859,-0.016083334730064864,-0.4243548389161239,0.07877409271485111,-0.7554520510958851,-0.09267804919765946,0
123,Retail,Other,11170,10769,8814,2194,1976,143,0.056457904757066475,-0.08950180436705643,0.09054443614693253,-0.16089831311668926,0.4593130169470626,0.005875231508594715,1
124,HoReCa,Other,36050,1642,2961,4787,500,1621,-0.1845628932857457,0.5070191477599811,0.06833101231458255,0.7353255086402098,-0.3941619148470343,0.9411586573550248,4
125,HoReCa,Other,76237,3473,7102,16538,778,918,0.2260704099784061,0.7732284267090652,0.406823000957762,0.3174255981544435,-0.09843482792804402,1.0934505656951086,3
126,HoReCa,Other,19219,1840,1658,8195,349,483,-0.2442222450626355,0.2589809485847648,-0.16882061944967594,0.4750716088009589,-0.580324600667185,0.5714711329502036,4
127,Retail,Other,21465,7243,10685,880,2386,2749,0.04992707875912447,0.10697728116052896,0.14505130547022568,0.15897498780264654,0.3682469583780534,0.7896823044663951,4
128,HoReCa,Other,140,8847,3823,142,1062,3,-0.03383067202319947,-0.267839470634345,-0.0901617949655832,-0.3645627782042595,0.09424987307299854,-0.6576480425920515,0
129,HoReCa,Other,42312,926,1510,1718,410,1819,-0.1553662196808632,0.5523462486611447,0.1652117735472861,0.7019507615988394,-0.3444181385930851,0.8609681703287703,3
130,HoReCa,Other,7149,2428,699,6316,395,911,-0.2384409350211163,-0.0041765693770761825,-0.31819281870118515,0.08791208283469468,-0.597433248823578,-0.05936316455418333,0
131,HoReCa,Other,2101,589,314,346,70,310,-0.23815291291009094,-0.20587931624902026,-0.3790241248745069,-0.2158708218497768,-0.463578501034536,-0.578713797639558,0
132,HoReCa,Other,14903,2032,2479,576,955,328,-0.22455448409449894,-0.02775006686845649,-0.34171939430071546,0.04547060965434417,-0.602138661056144,-0.049941192020878884,0
133,HoReCa,Other,9434,1042,1235,436,256,396,-0.252915847229952,-0.10894680371044516,-0.4060073391274111,-0.0804023943253727,-0.6026583826788335,-0.339017692885771,0
134,HoReCa,Other,7388,1882,2174,720,47,537,-0.23177236419238964,-0.14091281591969848,-0.39634337074922665,-0.14462575969882996,-0.5606181849094811,-0.4407051920326431,0
135,HoReCa,Other,6300,1289,2591,1170,199,326,-0.23033986812921334,-0.15295641660549575,-0.3973277426183897,-0.1621799881117455,-0.5495345274104404,-0.4815972133534385,0
136,HoReCa,Other,4625,8579,7030,4575,2447,1542,0.02596210541759141,-0.12889709892575485,0.0218932851838763,-0.2159418420701765,0.3741944617519522,-0.2856755098802172,1
137,HoReCa,Other,3087,8080,8282,661,721,36,-0.006199399100457039,-0.2367435759723469,-0.053585155722645536,-0.3549901624963501,0.19258974877105095,-0.6077837322404098,1
138,HoReCa,Other,13537,4257,5034,155,249,3271,-0.12701414053323395,-0.015194587013337318,-0.16553635977965028,0.02342638125042109,-0.25045509731565224,0.12383531051663267,0
139,HoReCa,Other,5387,4979,3343,825,637,929,-0.14741294846652853,-0.18465047488707007,-0.2905099077731136,-0.2537742241842666,-0.3261147138942431,-0.5968350946932288,0
140,HoReCa,Other,17623,4280,7305,2279,960,2616,-0.10815885478616752,0.07714576318792231,-0.12177803098212525,0.16569803317833573,-0.3123403321213215,0.6598433811338884,4
141,HoReCa,Other,30379,13252,5189,321,51,1450,0.002560092284410828,0.2918447484906806,0.18551001238519732,0.40623128824456267,0.08226444234570242,0.7478100019184146,4
142,HoReCa,Other,37036,7152,8253,2995,20,3,-0.06903974565132956,0.44901148658369,0.16751582885839325,0.6198053550109607,-0.11708384057119775,0.9194240321215174,3
143,HoReCa,Other,10405,1596,1096,8425,399,318,-0.24053099213518284,0.10764982976925384,-0.2282951952676479,0.2630504415821841,-0.5512430953970939,0.1882623661400528,4
144,HoReCa,Other,18827,3677,1988,118,516,201,-0.2181630329551311,0.042378193904881664,-0.27765354263986103,0.16401730974887269,-0.5274023981279825,0.1708198170267597,0
145,Retail,Other,22039,8384,34792,42,12591,4430,0.7117027383037547,0.19387878871745365,0.5947264081346469,0.17396911873125806,1.006141229184228,0.4679103827562506,2
