,Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicatessen,x_kpca_rbf,y_kpca_rbf,x_kpca_poly,y_kpca_poly,x_kpca_cos,y_kpca_cos
146,HoReCa,Other,7769,1936,2177,926,73,520,-0.23371390174038453,-0.13208689598313372,-0.39913248311476307,-0.13114476300919997,-0.5816546601821161,-0.4203172618249728
147,HoReCa,Other,9203,3373,2707,1286,1082,526,-0.19093341223102006,-0.12071828488289417,-0.34674428424581055,-0.13486305936731863,-0.5551952561024339,-0.40906123967553437
148,HoReCa,Other,5924,584,542,4052,283,434,-0.26717161274886736,-0.08273382804647712,-0.40473963080473135,-0.031079289192234464,-0.6515588861577457,-0.30337170976822597
149,HoReCa,Other,31812,1433,1651,800,113,1440,-0.22105020598316688,0.3436132372550303,-0.05783684899296534,0.584411016109578,-0.45682913256239327,0.6874226156417557
150,HoReCa,Other,16225,1825,1765,853,170,1067,-0.25247482291851653,0.02369417593625968,-0.3546433394214766,0.13638816960781536,-0.6826989462934024,0.09682478078859479
151,HoReCa,Other,1289,3328,2022,531,255,1774,-0.16614121186693653,-0.21840630695376417,-0.2987011536541504,-0.27643536095532434,-0.29836122220817696,-0.6123160418221649
152,HoReCa,Other,18840,1371,3135,3001,352,184,-0.25496163600025146,0.10531612095458857,-0.3178863673926582,0.27404579426174464,-0.7130002608573717,0.33516691285487343
153,HoReCa,Other,3463,9250,2368,779,302,1627,-0.07408215189113888,-0.18583467393371236,-0.13675359207538126,-0.25497388606505855,-0.02530364034542322,-0.4570485160820828
154,HoReCa,Other,622,55,137,75,7,8,-0.2355267878937701,-0.22272353023917008,-0.3561379057955516,-0.2243590797286054,-0.4326545182258486,-0.6052285187176735
155,Retail,Other,1989,10690,19460,233,11577,2153,0.6394889877457911,-0.1629519453559159,0.7953616515078542,-0.20293077559309608,1.1168132100034918,-0.06545597653389176
156,Retail,Other,3830,5291,14855,317,6694,3182,0.30789003798209924,-0.20540384373949527,0.4536909063417895,-0.3406775411225528,0.9241181923173324,-0.1937233636063226
157,HoReCa,Other,17773,1366,2474,3378,811,418,-0.2525200954393753,0.09301186653874782,-0.32823928876946384,0.25212089059479237,-0.7434035398348676,0.31874657066891804
158,Retail,Other,2861,6570,9618,930,4004,1682,0.1126134958026374,-0.24938535277080356,0.13432392884255778,-0.4319449574513766,0.7024510691760878,-0.6553976083360127
159,Retail,Other,355,7704,14682,398,8077,303,0.37885835549976415,-0.27845648433008696,0.5496668663183777,-0.4181542000132605,0.9403612623530484,-0.38563107995280393
160,Retail,Other,1725,3651,12822,824,4424,2157,0.1476346968697169,-0.25333478738485404,0.1994084532119078,-0.4123420028899091,0.6645231945565448,-0.5166508387141825
161,HoReCa,Other,12434,540,283,1092,3,2233,-0.2657951166363093,-0.010018494246887773,-0.3684526872469836,0.07720964736390633,-0.6581413302534362,-0.03613588206617206
162,HoReCa,Other,15177,2024,3810,2665,232,610,-0.2367457529698802,0.0270014450184868,-0.35042430694394006,0.13442713690519617,-0.7645751534462198,0.14325486061603562
163,Retail,Other,5531,15726,26870,2367,13726,446,0.8066400038840515,-0.004832837123561127,0.7894216944204897,0.029520644349003887,1.1388115485652075,0.13238532456810512
164,Retail,Other,5224,7603,8584,2540,3674,238,0.06698255464284111,-0.1994488646702345,0.06899318218503953,-0.34702569134458233,0.5650524447037399,-0.5729601728157918
165,Retail,Other,15615,12653,19858,4425,7108,2379,0.48045101423076725,0.06197497706952766,0.672973025388296,-0.027874939387896217,1.0918751309052666,0.5584449005239853
166,Retail,Other,4822,6721,9170,993,4973,3637,0.1647728001000735,-0.17567908802427248,0.2408931093481013,-0.30416519965974936,0.7468257192290532,-0.21471590804879415
167,HoReCa,Other,2926,3195,3268,405,1680,693,-0.13432419599706946,-0.23621918090716104,-0.2776570476752983,-0.32678668307864467,-0.2321299735056055,-0.7136260465230615
168,HoReCa,Other,5809,735,803,1393,79,429,-0.25807958985061785,-0.14237762458041986,-0.42015757195594194,-0.13173918972187237,-0.593360296948672,-0.44868586788767323
169,HoReCa,Other,5414,717,2155,2399,69,750,-0.24551399783294267,-0.1320381546096477,-0.4097722021297638,-0.12434563292776178,-0.6058119883148262,-0.4348359117001198
170,Retail,Other,260,8675,13430,1116,7015,323,0.33201864437865586,-0.2782234927362602,0.4872324052395752,-0.4421929823063665,0.9371136427106037,-0.42375346809497894
171,Retail,Other,200,25862,19816,651,8773,6250,0.7167954260144812,0.07532405257398817,0.5923992699013432,0.14139220582110634,1.0458569457826592,0.15647799940167315
172,HoReCa,Other,955,5479,6536,333,2840,707,-0.00030823437207279223,-0.2849428328158384,-0.06706054380402074,-0.4412158744111223,0.22876085171766777,-0.8132785112588339
173,Retail,Other,514,7677,19805,937,9836,716,0.5303875640612615,-0.22224492498608253,0.7190963979951561,-0.29888298115073525,1.0334703102044016,-0.20155389960843786
174,HoReCa,Other,286,1208,5241,2515,153,1442,-0.16420114516672313,-0.20441265130691014,-0.2943706794120722,-0.25201412656183475,-0.31737100013397773,-0.5990677786968771
175,Retail,Other,2343,7845,11874,52,4196,1697,0.19479590574728897,-0.2649684175925971,0.2723417023751194,-0.45215586696065174,0.8394931227789241,-0.5293644010361328
176,HoReCa,Other,45640,6958,6536,7368,1532,230,-0.012224069855355344,0.6653760494521536,0.3102135041673311,0.6763598296580612,-0.0887903506126109,1.059112767282737
177,HoReCa,Other,12759,7330,4533,1752,20,2631,-0.11110270207353086,-0.009576683723273095,-0.15279810966323967,0.016700804425632168,-0.25326687797049396,0.1892885154456858
178,HoReCa,Other,11002,7075,4945,1152,120,395,-0.1281500019295186,-0.09204722134103197,-0.22195267167867203,-0.10775353195881975,-0.31031924120271015,-0.21530961733714604
179,HoReCa,Other,3157,4888,2500,4477,273,2165,-0.15604027237869333,-0.10731700483740686,-0.2482962553747811,-0.11197676401885326,-0.3471762952873327,-0.31255534553378755
180,HoReCa,Other,12356,6036,8887,402,1382,2794,-0.013528877204285332,-0.06627437269605803,-0.02188813468983202,-0.10398787050332267,0.19686770367664488,0.08479873003159348
181,HoReCa,Other,112151,29627,18148,16745,4948,8550,0.36764511246857995,0.46955585956142115,0.38831461556374364,0.2563015650100966,0.31520454368120737,1.1439804016893553
182,HoReCa,Other,694,8533,10518,443,6907,156,0.2707932661618254,-0.2893846721391546,0.3915930928740398,-0.4528884260766425,0.8311824882809424,-0.49936795757735436
183,HoReCa,Other,36847,43950,20170,36534,239,47943,0.36350002395123515,0.4086569129817573,0.38819980351389644,0.2561385684770072,0.4167311489295669,0.6588168363489144
184,HoReCa,Other,327,918,4710,74,334,11,-0.16509969112234035,-0.2572735608146539,-0.29400532869663104,-0.3104933872602801,-0.27185175891013175,-0.6862967657639929
185,HoReCa,Other,8170,6448,1139,2181,58,247,-0.18948926806678923,-0.10382623035757771,-0.31322988744451813,-0.10348108526814367,-0.4720819097691627,-0.31290677059323946
186,HoReCa,Other,3009,521,854,3470,949,727,-0.233187186145109,-0.14479592672657335,-0.37727290607756586,-0.13698342092036217,-0.5315603461492012,-0.463433714339905
187,HoReCa,Other,2438,8002,9819,6269,3459,3,0.09081437808833878,-0.1389252400027403,0.13877582408038688,-0.2077692875739371,0.45100536556444276,-0.2249869739962756
188,Retail,Other,8040,7639,11687,2758,6839,404,0.2354531974355361,-0.1578962786047648,0.3673561639173333,-0.3094173373507576,0.9625526445008299,-0.10460441039474055
189,Retail,Other,834,11577,11522,275,4027,1856,0.2625290259484928,-0.2564594253622336,0.37704365907528004,-0.4185381093110782,0.889065122359742,-0.40806203373128785
190,HoReCa,Other,16936,6250,1981,7332,118,64,-0.19492780487327116,0.1827071294425223,-0.15615954702350926,0.353548192359488,-0.4709306999770346,0.5091314064620941
191,HoReCa,Other,13624,295,1381,890,43,84,-0.2779698978024317,-0.02599957633508261,-0.3988728143339677,0.06623095846740618,-0.6786307136761256,-0.10904454061333131
192,HoReCa,Other,5509,1461,2251,547,187,409,-0.22396608339484808,-0.17343459102411202,-0.3873001394851868,-0.19318298864178945,-0.4994055582945402,-0.5229350079881541
193,Retail,Other,180,3485,20292,959,5618,666,0.3191504916849174,-0.25403667282035086,0.461874966508413,-0.35366925789540066,0.7968536434099993,-0.3468597933351013
194,HoReCa,Other,7107,1012,2974,806,355,1142,-0.2201032840162489,-0.1413485978874399,-0.3821057367307251,-0.1512020748364308,-0.5439638783247046,-0.44070651756441553
195,HoReCa,Other,17023,5139,5230,7888,330,1755,-0.14924270730598657,0.21238532372835522,-0.09205758470871404,0.38445951088219027,-0.367853693127542,0.7252004611811526
196,HoReCa,Lisbon,30624,7209,4897,18711,763,2876,0.06741089288962528,0.6497674610215595,0.36235038581581075,0.47393955326481707,-0.05452997962374713,0.889043552333949
197,Retail,Lisbon,2427,7097,10391,1127,4314,1468,0.1465979361582096,-0.25531820769165076,0.19270487994514876,-0.4451111012762356,0.7896697995948203,-0.6198985665561717
198,HoReCa,Lisbon,11686,2154,6824,3527,592,697,-0.1774731210508444,-0.030477332764541433,-0.29114841812743086,0.013393887601179773,-0.6570585793602719,-0.02654335078701738
199,HoReCa,Lisbon,9670,2280,2112,520,402,347,-0.2267816058740246,-0.11466591401770246,-0.3825170693563433,-0.10321657793792134,-0.5709611760597479,-0.35539954467164653
200,Retail,Lisbon,3067,13240,23127,3941,9959,731,0.656064794214806,-0.0981995416792247,0.8048675789894466,-0.14167098380226567,1.1243899280392244,0.06766620308663165
201,Retail,Lisbon,4484,14399,24708,3549,14235,1681,0.7902020014329171,-0.005465274952809001,0.7933232157910514,0.015636247345397786,1.1428327809286287,0.1543941542202248
202,HoReCa,Lisbon,25203,11487,9490,5065,284,6854,0.13117425288386553,0.3783724475550893,0.3334078602460834,0.38375452776533664,0.2763648341115688,0.8531833378937855
203,HoReCa,Lisbon,583,685,2216,469,954,18,-0.18960388027528247,-0.24472495914901543,-0.3276589866468185,-0.28628597965631136,-0.33900896623184407,-0.6694526312313407
204,HoReCa,Lisbon,1956,891,5226,1383,5,1328,-0.17670216207679484,-0.20429487747827355,-0.31921519557220673,-0.25324108243643834,-0.35561628681630775,-0.5964675471590705
205,Retail,Lisbon,1107,11711,23596,955,9265,710,0.6368037832465031,-0.17489388291795543,0.8036887181868522,-0.21859328560352703,1.1128785402030443,-0.09412052430901591
206,HoReCa,Lisbon,6373,780,950,878,288,285,-0.2508171616002277,-0.14784620329822087,-0.41125855734377553,-0.14105782931902683,-0.5681218183581834,-0.4553509207811653
207,Retail,Lisbon,2541,4737,6089,2946,5316,120,0.03931653051608318,-0.22894654481612528,0.023148151430315147,-0.3560255056172214,0.3374341673588874,-0.5994123402658551
208,HoReCa,Lisbon,1537,3748,5838,1859,3381,806,-0.035320276344702174,-0.25149289375535694,-0.12174651939146588,-0.38682960313280224,0.0993661329906957,-0.7978317747787167
209,Retail,Lisbon,5550,12729,16767,864,12420,797,0.6287061557789342,-0.12690607688885344,0.7807516033216433,-0.16776342743272754,1.0912672020760859,0.009986998548039342
210,HoReCa,Lisbon,18567,1895,1393,1801,244,2100,-0.24740802025030467,0.10617569359258255,-0.2984211934513085,0.26438603715793685,-0.6723250657573943,0.36605701731772927
211,Retail,Lisbon,12119,28326,39694,4736,19410,2870,0.8134590296018909,0.32315211051202786,0.4825972791337716,0.26482769947772117,1.1532353989880142,0.3692337899697505
212,HoReCa,Lisbon,7291,1012,2062,1291,240,1775,-0.2303093265100137,-0.11449940928285889,-0.3817971574398349,-0.106029711762169,-0.5796759948851284,-0.35505374665471656
213,HoReCa,Lisbon,3317,6602,6861,1329,3961,1215,0.05131552860870001,-0.2400963392589539,0.028266839487389173,-0.4069530932577929,0.4902053601356028,-0.7425799292589755
214,Retail,Lisbon,2362,6551,11364,913,5957,791,0.21014693402337484,-0.2690718793847613,0.3018172791715162,-0.45702849965917286,0.8383233378532864,-0.5298286645421155
215,HoReCa,Lisbon,2806,10765,15538,1374,5828,2388,0.38168488511520327,-0.20554207437417693,0.5637770712241391,-0.3665393497305284,1.1064190909578597,-0.16193210108404668
216,Retail,Lisbon,2532,16599,36486,179,13308,674,0.8561084992483579,0.0522282761330386,0.682322638125503,0.13431704338982842,1.139023940881391,0.08457074232391971
217,HoReCa,Lisbon,18044,1475,2046,2532,130,1158,-0.26385809805066035,0.0966644185854679,-0.33987444202615874,0.2589104696457049,-0.7611033417644156,0.3229265974243895
218,Retail,Lisbon,18,7504,15205,1285,4797,6372,0.33949780926846174,-0.10882807819046075,0.45554840002656494,-0.11542313405861253,0.7544789819835664,-0.023527539845811688
219,HoReCa,Lisbon,4155,367,1390,2306,86,130,-0.25347556855407044,-0.15148329375931271,-0.4088252220131951,-0.1416541214072338,-0.5687787150694911,-0.4771726389665562
220,HoReCa,Lisbon,14755,899,1382,1765,56,749,-0.27674250370140596,0.015958414470288368,-0.3960614453080252,0.1292524783109774,-0.7545718019342873,0.032732446395004805
221,HoReCa,Lisbon,5396,7503,10646,91,4167,239,0.13497633118692007,-0.2437190437890959,0.17945869742049345,-0.4166085424586757,0.6946544564301751,-0.5369351169322315
222,HoReCa,Lisbon,5041,1115,2856,7496,256,375,-0.21916716088579624,-0.009502840222790479,-0.2595294414928271,0.0886913459225206,-0.4859959657148856,-0.09218928480720473
223,Retail,Lisbon,2790,2527,5265,5612,788,1360,-0.1488309234796532,-0.10717682624373662,-0.23836644143967856,-0.10266885470444781,-0.3317315239880592,-0.3224891905099113
224,HoReCa,Lisbon,7274,659,1499,784,70,659,-0.2520951206594768,-0.1324288042017963,-0.4134148462125057,-0.12003576570669298,-0.5923610281414088,-0.4125901257632005
225,HoReCa,Lisbon,12680,3243,4157,660,761,786,-0.18490138785660254,-0.07056030982307791,-0.31532341493376115,-0.04944383464138693,-0.5605334727136602,-0.17841157776212807
226,Retail,Lisbon,20782,5921,9212,1759,2568,1553,-0.01766416163395156,0.08915896704604448,0.026312579879099046,0.15858092995298423,0.13292734413431662,0.8571781391372222
227,HoReCa,Lisbon,4042,2204,1563,2286,263,689,-0.22409598690219726,-0.16009384982822278,-0.38887099456202306,-0.17749864315925803,-0.5354552008010549,-0.5179441841464484
228,HoReCa,Lisbon,1869,577,572,950,4762,203,-0.10826694391873223,-0.23505127148636654,-0.1875473219578186,-0.2809367591673478,-0.13055924098222377,-0.5950191424120794
229,HoReCa,Lisbon,8656,2746,2501,6845,694,980,-0.20936404605279293,0.025301654434155073,-0.2712975419765201,0.1262115563068169,-0.5514546450562792,0.07100006138115014
230,Retail,Lisbon,11072,5989,5615,8321,955,2137,-0.09528798953706177,0.11527784208406382,-0.05263029424140308,0.22245097841538927,-0.17683637187318274,0.4733125592431229
231,HoReCa,Lisbon,2344,10678,3828,1439,1566,490,0.0004315997442410209,-0.21642910247601188,-0.02773464112445331,-0.31577892624535475,0.20444983482959175,-0.5163374815235824
232,HoReCa,Lisbon,25962,1780,3838,638,284,834,-0.21724635198137135,0.20516503872184466,-0.1697426431881703,0.41991383390600795,-0.484692160898714,0.5482666357857147
233,HoReCa,Lisbon,964,4984,3316,937,409,7,-0.1372071925425613,-0.24461544496295273,-0.26566468333300786,-0.32214336671528704,-0.21456853452728433,-0.6918409452999178
234,HoReCa,Lisbon,15603,2703,3833,4260,325,2563,-0.20226601695483853,0.10410553981973934,-0.24753433848759826,0.2396208200758695,-0.6453219304917313,0.4910920938924913
235,HoReCa,Lisbon,1838,6380,2824,1218,1216,295,-0.1047977799214131,-0.23508092567515157,-0.2197841229042632,-0.3286661864263628,-0.12927279600797595,-0.6864091903181624
236,HoReCa,Lisbon,8635,820,3047,2312,415,225,-0.24118348395274064,-0.09719148895924656,-0.4016818557092004,-0.07035311448754636,-0.6499483625951316,-0.3305803694247068
237,HoReCa,Lisbon,18692,3838,593,4634,28,1215,-0.25352149615507846,0.16468705383713997,-0.27968324696533825,0.35642073388027057,-0.7201730603772529,0.5185874330461436
238,HoReCa,Lisbon,7363,475,585,1112,72,216,-0.2682207184972377,-0.12321350190511837,-0.42396326490680075,-0.09599618829119475,-0.6168923602685795,-0.3924343569117408
239,HoReCa,Lisbon,47493,2567,3779,5243,828,2253,-0.07489993624000152,0.6917984917141017,0.28575716089535136,0.7247260329217594,-0.22763899089195583,1.03722931284182
240,HoReCa,Lisbon,22096,3575,7041,11422,343,2564,-0.0965565620969526,0.4139073234701743,0.11831277831945693,0.5631274838825195,-0.19764709288583895,0.8477095787685676
241,HoReCa,Lisbon,24929,1801,2475,2216,412,1047,-0.24072680404119556,0.22328476328883878,-0.20941675695844164,0.4534930908895601,-0.5898035570727481,0.6153098951874886
242,HoReCa,Lisbon,18226,659,2914,3752,586,578,-0.25980539497565264,0.1159914773805831,-0.32208380312903623,0.29073159427008405,-0.745974400381522,0.36771476960411636
243,HoReCa,Lisbon,11210,3576,5119,561,1682,2398,-0.11391795702827512,-0.08591592468385319,-0.20226047870216712,-0.10490391868740509,-0.2845084877410687,-0.1624451654030725
244,HoReCa,Lisbon,6202,7775,10817,1183,3143,1970,0.1160498245306582,-0.18687209227894447,0.1552159436674898,-0.34569171037598656,0.8385841247557096,-0.41766669097654713
245,Retail,Lisbon,3062,6154,13916,230,8933,2784,0.3857211065086851,-0.21349561113975818,0.5547240543368981,-0.33431748328505295,0.9707709367600966,-0.18871476576240476
246,HoReCa,Lisbon,8885,2428,1777,1777,430,610,-0.23338442306079665,-0.10114801745682743,-0.39806614563472664,-0.08572401575893186,-0.6531311468261457,-0.3442111268029001
247,HoReCa,Lisbon,13569,346,489,2077,44,659,-0.29212930975384965,0.005872884301030714,-0.41562489759243365,0.11627520898098663,-0.7656861347274513,-0.025927220475876707
248,HoReCa,Lisbon,15671,5279,2406,559,562,572,-0.18796245932947747,-0.011793906755095014,-0.2780181716597748,0.054716752520473276,-0.507867860580004,0.05787365409306818
249,HoReCa,Lisbon,8040,3795,2070,6340,918,291,-0.1996792072574272,-0.010505601861656238,-0.2759581816272662,0.06616679216806368,-0.5182810145462845,-0.038358261678485085
250,HoReCa,Lisbon,3191,1993,1799,1730,234,710,-0.21723979245403616,-0.18274045867299668,-0.38134606497239304,-0.21236965236679267,-0.4879973032344811,-0.5679022758598256
251,Retail,Lisbon,6134,23133,33586,6746,18594,5121,0.8300063944683369,0.26823747719131386,0.5198331683050438,0.24797078281091608,1.1379947083592497,0.34652144800895285
252,HoReCa,Lisbon,6623,1860,4740,7683,205,1693,-0.1820553439102341,0.029107134434793118,-0.20505854327691683,0.12854263416523407,-0.41948263842380157,0.0785504637310976
253,HoReCa,Lisbon,29526,7961,16966,432,363,1391,0.09650551028986752,0.25146618717834096,0.26757382476596414,0.33616748512069605,0.30367055628435397,0.7772690762746222
254,HoReCa,Lisbon,10379,17972,4748,4686,1547,3265,0.16648378516561269,0.0651444728692445,0.3041446964083778,0.06877205850171868,0.4767447516241115,0.3569227233862336
255,HoReCa,Lisbon,31614,489,1495,3242,111,615,-0.24876312829756717,0.3828872751120292,-0.07754402837795046,0.6389873371305025,-0.5390075322532063,0.7302206284829814
256,HoReCa,Lisbon,11092,5008,5249,453,392,373,-0.14801309205872784,-0.10851954825063102,-0.2654336434964497,-0.1255509764484333,-0.3821959536749011,-0.29889597262883016
257,HoReCa,Lisbon,8475,1931,1883,5004,3593,987,-0.1516011088811459,-0.05272089605939239,-0.23480802141093124,-0.022826736953050916,-0.4021457427263104,-0.11800008056731953
258,HoReCa,Lisbon,56083,4563,2124,6422,730,3321,0.01592294214143085,0.7920464475253446,0.3775829111993851,0.6033152012679043,-0.16287045559414323,1.0778692468338578
259,HoReCa,Lisbon,53205,4959,7336,3012,967,818,0.008592113071722276,0.6899072611194252,0.34571099029226127,0.634810260449602,-0.09352744079506901,1.0035735458937043
260,HoReCa,Lisbon,9193,4885,2157,327,780,548,-0.17501645528973953,-0.13373546784703097,-0.3132597308191733,-0.15725808158483212,-0.42882431566627566,-0.40233999085083366
261,HoReCa,Lisbon,7858,1110,1094,6818,49,287,-0.259331896509405,0.02145130355765245,-0.31645711151871214,0.13895899411569165,-0.6155703943926605,-0.024079885697912785
262,HoReCa,Lisbon,23257,1372,1677,982,429,655,-0.2527973780663936,0.16061169656690275,-0.2515977612993461,0.36231280968627017,-0.5983790011843194,0.42043529453578615
263,HoReCa,Lisbon,2153,1115,6684,4324,2894,411,-0.09119585063146986,-0.18090200901926204,-0.17696451432544882,-0.23478670625453069,-0.12708378818833915,-0.5301142301345834
264,Retail,Lisbon,1073,9679,15445,61,5980,1265,0.3636232006422543,-0.2683733115033208,0.5323016278035859,-0.43633362240731843,1.0165863828838952,-0.3616829066480366
265,HoReCa,Lisbon,5909,23527,13699,10155,830,3636,0.37676238844303805,0.1890062286079222,0.4585752361317082,0.19049822353758206,0.6307447859594298,0.4034678491899798
266,Retail,Lisbon,572,9763,22182,2221,4882,2563,0.45364670140913604,-0.17903350853715633,0.6284571456252737,-0.27323833811512804,1.032255484990612,-0.09417391606309876
267,HoReCa,Lisbon,20893,1222,2576,3975,737,3628,-0.20133067730894416,0.22574576772580573,-0.14260287781261452,0.41260811072179115,-0.48173480393655205,0.6669117174377442
268,Retail,Lisbon,11908,8053,19847,1069,6374,698,0.3808731816574877,-0.10466589587401119,0.5784450537863965,-0.2255168647322633,1.0294519731643255,0.15140303999570506
269,HoReCa,Lisbon,15218,258,1138,2516,333,204,-0.286191301644888,0.03549594803465345,-0.3919039058497988,0.16641640698709176,-0.7561135833037497,0.06445335715384279
270,HoReCa,Lisbon,4720,1032,975,5500,197,56,-0.2527421217887201,-0.06744491847335046,-0.3532410162812313,-0.00024768199894980306,-0.5808961495440831,-0.2608567209564292
271,HoReCa,Lisbon,2083,5007,1563,1120,147,1550,-0.16106185054423908,-0.20118500042562673,-0.29186345514992,-0.25930734529743615,-0.3029874184893329,-0.5831046167839667
272,HoReCa,Lisbon,514,8323,6869,529,93,1040,-0.020916954802579726,-0.2504867579959293,-0.07505103033487137,-0.3612560683776751,0.14454654241797923,-0.6306363917792028
273,HoReCa,Other,36817,3045,1493,4802,210,1824,-0.18181605963288466,0.5275787081911957,0.08797605088462826,0.7434248092950705,-0.3895391120647433,0.9510026125502622
274,HoReCa,Other,894,1703,1841,744,759,1153,-0.18456155213033704,-0.22923174292788304,-0.33144897703021725,-0.28289127420878296,-0.34732141148243995,-0.6526842234280255
275,HoReCa,Other,680,1610,223,862,96,379,-0.2235061343560142,-0.2189439205512569,-0.36498947102980106,-0.24151561398627835,-0.42762570441522396,-0.6158215295516257
276,HoReCa,Other,27901,3749,6964,4479,603,2503,-0.1310688168545401,0.34447681803832786,0.002320041323092364,0.5687935392483446,-0.2781417781522895,1.0188084618607576
277,HoReCa,Other,9061,829,683,16919,621,139,-0.0861123610274769,0.340188755007773,0.21012588820810618,0.40133163059365196,-0.26296602278913456,0.35194919920138823
278,HoReCa,Other,11693,2317,2543,5845,274,1409,-0.2334911521118211,0.059675252391220866,-0.30876620043692793,0.18282713006551396,-0.6946218480416084,0.20768777142722153
279,Retail,Other,17360,6200,9694,1293,3620,1721,0.0417507117330141,0.0030825465268449065,0.08769572443434621,-0.010576926365420472,0.5116506039509312,0.6241113802738126
280,HoReCa,Other,3366,2884,2431,977,167,1104,-0.1922332921875999,-0.1947558659383317,-0.3506086911199661,-0.2437261366928725,-0.41714753591023174,-0.5939857504811051
281,Retail,Other,12238,7108,6235,1093,2328,2079,-0.026758960517263168,-0.07469248958370746,-0.05739476711404811,-0.12375528535901471,0.14876709501423807,-0.0005987060623452585
282,HoReCa,Other,49063,3965,4252,5970,1041,1404,-0.05034227866152008,0.7108117529413718,0.31007578681446035,0.7090390097921301,-0.19098477493697089,1.0502408553035443
283,HoReCa,Other,25767,3613,2013,10303,314,1384,-0.17831066955599933,0.4459480493320308,0.04305287994316176,0.6381260066603721,-0.39190332067074357,0.8441473015641757
284,HoReCa,Other,68951,4411,12609,8692,751,2406,0.17062847798287428,0.8158332850370154,0.41581643774823895,0.4193427163988519,-0.006435035133444032,1.1186139335740115
285,HoReCa,Other,40254,640,3600,1042,436,18,-0.162355036813269,0.47827282477509775,0.122540543058592,0.6534871681387454,-0.34215309625155826,0.7620946764219407
286,HoReCa,Other,7149,2247,1242,1619,1226,128,-0.21699720397392588,-0.14176398290435244,-0.379186828938899,-0.1509552023377802,-0.5422523264981254,-0.4601521917206643
287,HoReCa,Other,15354,2102,2828,8366,386,1027,-0.22220479818972894,0.19447408020090112,-0.18366779502095767,0.38315128280789845,-0.5443392089972953,0.48575702502535373
288,HoReCa,Other,16260,594,1296,848,445,258,-0.2697173589825,0.018137456492363146,-0.36772169085308903,0.13757464025499666,-0.6727206862239881,0.033842491860131094
289,HoReCa,Other,42786,286,471,1388,32,22,-0.17683380488192443,0.5333739087423081,0.15619673224980693,0.6652264783225915,-0.4018633823409287,0.7597791913283871
290,HoReCa,Other,2708,2160,2642,502,965,1522,-0.1677451911829055,-0.21373632661876085,-0.31437281119316174,-0.2766802141233509,-0.32726792130869786,-0.6267451102265867
291,HoReCa,Other,6022,3354,3261,2507,212,686,-0.19905243932422403,-0.13687575596888765,-0.3599843378584549,-0.15843029184675347,-0.5528072197386013,-0.4785700603728725
